lake,site,date,time,totaldepth,secchi,distoutlet,depth,temp,spcond,do,ph,turb,daylighthours,depthbelow4
CLBOH,18,20150526,17:40,6.4,43,5839,4,18.567,642.3,8.44,8.62,3.88,11.6,
CLBOH,18,20150526,17:40,6.4,43,5839,5,16.866,711.1,4.61,7.92,3.60,11.6,
CLBOH,18,20150526,17:40,6.4,43,5839,6,13.853,761.5,0.55,7.57,3.54,11.6,6
CLBOH,19,20150527,11:12,3.2,33,10465,0,22.925,921.9,8.87,8.68,5.08,5.1,
CLBOH,19,20150527,11:12,3.2,33,10465,1,22.896,822.1,8.99,8.68,5.02,5.1,
CLBOH,19,20150527,11:12,3.2,33,10465,2,22.628,835.2,8.73,8.61,6.17,5.1,
CLBOH,19,20150527,11:12,3.2,33,10465,3,21.593,996.2,4.30,7.87,27.93,5.1,
CLBOH,20,20150527,10:57,2.3,38,11212,0,23.644,952.1,9.29,8.61,5.45,4.9,
CLBOH,20,20150527,10:57,2.3,38,11212,1,23.453,950.7,9.49,8.57,6.28,4.9,
CLBOH,20,20150527,10:57,2.3,38,11212,2,22.028,1208.0,4.42,7.80,21.73,4.9,
CLBOH,21,20150526,17:00,7.4,54,4255,0,22.886,639.3,9.75,8.86,2.52,10.9,
CLBOH,21,20150526,17:00,7.4,54,4255,1,22.071,634.4,9.96,8.89,2.68,10.9,
CLBOH,21,20150526,17:00,7.4,54,4255,2,20.755,613.5,10.50,8.90,2.62,10.9,
CLBOH,21,20150526,17:00,7.4,54,4255,3,19.595,594.7,10.90,9.02,2.62,10.9,
CLBOH,21,20150526,17:00,7.4,54,4255,4,18.157,585.2,10.32,8.93,2.65,10.9,
CLBOH,21,20150526,17:00,7.4,54,4255,5,15.507,685.7,3.10,7.91,3.10,10.9,5
CLBOH,21,20150526,17:00,7.4,54,4255,6,14.276,715.5,0.48,7.62,3.45,10.9,
CLBOH,21,20150526,17:00,7.4,54,4255,7,12.686,741.4,0.14,7.50,3.36,10.9,
CLBOH,22,20150526,17:21,7.5,47,7739,0,23.396,667.5,9.59,8.79,2.91,11.3,
CLBOH,22,20150526,17:21,7.5,47,7739,1,23.415,681.2,9.58,8.80,2.87,11.3,
CLBOH,22,20150526,17:21,7.5,47,7739,2,20.760,641.2,10.50,8.94,3.26,11.3,
CLBOH,22,20150526,17:21,7.5,47,7739,3,19.230,600.6,10.74,9.00,2.89,11.3,
CLBOH,22,20150526,17:21,7.5,47,7739,4,17.717,637.9,7.93,8.43,3.42,11.3,
CLBOH,22,20150526,17:21,7.5,47,7739,5,16.324,687.6,3.70,7.90,3.67,11.3,5
CLBOH,22,20150526,17:21,7.5,47,7739,6,13.705,710.1,0.79,7.58,2.74,11.3,
CLBOH,22,20150526,17:21,7.5,47,7739,7,13.009,743.2,0.11,7.47,3.44,11.3,
CLBOH,23,20150527,11:24,3.4,34,10143,0,22.892,828.0,8.79,8.65,5.98,5.3,
CLBOH,23,20150527,11:24,3.4,34,10143,1,22.822,829.4,8.78,8.64,5.83,5.3,
CLBOH,23,20150527,11:24,3.4,34,10143,2,22.475,857.2,8.12,8.48,6.77,5.3,
CLBOH,23,20150527,11:24,3.4,34,10143,3,21.906,938.2,6.39,8.17,12.06,5.3,
CLBOH,24,20150526,17:49,5.4,43,6375,0,22.853,675.5,9.46,8.78,3.95,11.8,
CLBOH,24,20150526,17:49,5.4,43,6375,1,22.303,689.9,9.56,8.80,3.58,11.8,
CLBOH,24,20150526,17:49,5.4,43,6375,2,22.057,682.3,9.37,8.77,3.95,11.8,
CLBOH,24,20150526,17:49,5.4,43,6375,3,21.987,679.4,9.37,8.77,4.04,11.8,
CLBOH,24,20150526,17:49,5.4,43,6375,4,17.021,723.5,3.36,7.83,4.92,11.8,4
CLBOH,24,20150526,17:49,5.4,43,6375,5,15.916,748.3,1.10,7.62,4.39,11.8,
CLBOH,25,20150526,15:43,8.4,61,1858,0,23.175,609.8,9.60,8.87,2.06,9.7,
CLBOH,25,20150526,15:43,8.4,61,1858,1,22.961,610.2,9.85,8.87,2.14,9.7,
CLBOH,25,20150526,15:43,8.4,61,1858,2,21.951,613.4,10.15,8.90,2.42,9.7,
CLBOH,25,20150526,15:43,8.4,61,1858,3,20.119,593.4,10.80,8.99,2.33,9.7,
CLBOH,25,20150526,15:43,8.4,61,1858,4,17.733,569.4,9.84,8.82,2.73,9.7,
CLBOH,25,20150526,15:43,8.4,61,1858,5,15.155,608.7,6.35,8.10,2.70,9.7,
CLBOH,25,20150526,15:43,8.4,61,1858,6,13.336,625.8,1.88,7.66,2.78,9.7,6
CLBOH,25,20150526,15:43,8.4,61,1858,7,12.607,635.1,0.47,7.89,2.16,9.7,
CLBOH,25,20150526,15:43,8.4,61,1858,8,12.020,728.8,0.08,7.44,2.29,9.7,
CLBOH,26,20150526,17:31,4.8,47,5691,0,23.195,678.5,9.37,8.80,3.13,11.5,
CLBOH,26,20150526,17:31,4.8,47,5691,1,23.090,680.7,9.56,8.81,3.72,11.5,
CLBOH,26,20150526,17:31,4.8,47,5691,2,21.454,670.3,9.75,8.83,3.29,11.5,
CLBOH,26,20150526,17:31,4.8,47,5691,3,19.613,634.3,9.98,8.89,3.11,11.5,
CLBOH,26,20150526,17:31,4.8,47,5691,4,18.006,644.0,7.56,8.50,3.50,11.5,
CLBOH,26,20150526,17:31,4.8,47,5691,5,16.791,719.4,3.75,7.86,3.75,11.5,5
CLBOH,27,20150527,12:27,2.7,48,7169,0,22.656,722.9,8.85,8.75,3.07,6.4,
CLBOH,27,20150527,12:27,2.7,48,7169,1,22.571,724.3,9.07,8.76,3.60,6.4,
CLBOH,27,20150527,12:27,2.7,48,7169,2,20.612,698.5,8.98,8.74,3.43,6.4,
CLBOH,28,20150526,15:52,8.7,54,1922,0,23.462,619.0,9.75,8.86,2.25,9.8,
CLBOH,28,20150526,15:52,8.7,54,1922,1,22.841,616.2,9.90,8.88,2.17,9.8,
CLBOH,28,20150526,15:52,8.7,54,1922,2,22.586,615.3,9.96,8.89,2.22,9.8,
CLBOH,28,20150526,15:52,8.7,54,1922,3,21.049,613.2,10.51,8.94,2.39,9.8,
CLBOH,28,20150526,15:52,8.7,54,1922,4,17.690,573.2,9.79,8.23,3.16,9.8,
CLBOH,28,20150526,15:52,8.7,54,1922,5,14.699,632.1,4.32,7.92,2.62,9.8,
CLBOH,28,20150526,15:52,8.7,54,1922,6,13.207,671.8,0.90,7.67,2.78,9.8,6
CLBOH,28,20150526,15:52,8.7,54,1922,7,12.561,707.8,0.21,7.50,2.32,9.8,
CLBOH,28,20150526,15:52,8.7,54,1922,8,11.810,741.0,0.04,7.41,2.74,9.8,
CLBOH,29,20150526,14:49,9.6,52,875,0,22.914,594.7,9.98,8.93,2.24,8.8,
CLBOH,29,20150526,14:49,9.6,52,875,1,22.483,587.3,10.23,8.95,2.36,8.8,
CLBOH,29,20150526,14:49,9.6,52,875,2,21.379,578.2,10.71,9.00,2.53,8.8,
CLBOH,29,20150526,14:49,9.6,52,875,3,19.121,569.4,10.97,9.01,2.86,8.8,
CLBOH,29,20150526,14:49,9.6,52,875,4,17.626,568.3,9.44,8.77,3.39,8.8,
CLBOH,29,20150526,14:49,9.6,52,875,5,15.370,585.8,7.54,8.36,3.13,8.8,
CLBOH,29,20150526,14:49,9.6,52,875,6,13.149,601.3,3.08,7.80,2.78,8.8,6
CLBOH,29,20150526,14:49,9.6,52,875,7,12.510,642.5,0.65,7.60,2.14,8.8,
CLBOH,29,20150526,14:49,9.6,52,875,8,12.059,712.8,0.15,7.49,2.15,8.8,
CLBOH,29,20150526,14:49,9.6,52,875,9,10.989,754.5,0.01,7.39,2.28,8.8,
CLBOH,30,20150527,12:40,5.5,63,7813,0,22.584,747.4,8.66,8.75,3.47,6.6,
CLBOH,30,20150527,12:40,5.5,63,7813,1,22.624,747.1,8.92,8.75,3.41,6.6,
CLBOH,30,20150527,12:40,5.5,63,7813,2,22.538,746.5,8.96,8.75,3.39,6.6,
CLBOH,30,20150527,12:40,5.5,63,7813,3,21.558,758.0,8.68,8.70,3.49,6.6,
CLBOH,30,20150527,12:40,5.5,63,7813,4,18.460,757.4,5.81,7.98,3.67,6.6,
CLBOH,30,20150527,12:40,5.5,63,7813,5,16.034,843.1,1.15,7.64,4.11,6.6,5
CLBOH,31,20150527,13:28,4.1,35,9109,0,22.776,839.9,8.37,8.60,5.86,7.4,
CLBOH,31,20150527,13:28,4.1,35,9109,1,22.956,828.5,8.63,8.64,5.16,7.4,
CLBOH,31,20150527,13:28,4.1,35,9109,2,22.083,878.8,7.34,8.34,9.50,7.4,
CLBOH,31,20150527,13:28,4.1,35,9109,3,20.590,1021.9,2.96,7.74,14.73,7.4,3
CLBOH,31,20150527,13:28,4.1,35,9109,4,19.730,1025.1,1.78,7.66,14.43,7.4,
CLBOH,32,20150527,11:18,3.1,43,10384,0,22.742,818.6,8.67,8.65,4.98,5.2,
CLBOH,32,20150527,11:18,3.1,43,10384,1,22.687,817.1,8.77,8.65,5.03,5.2,
CLBOH,32,20150527,11:18,3.1,43,10384,2,22.466,817.7,8.73,8.64,4.84,5.2,
CLBOH,32,20150527,11:18,3.1,43,10384,3,22.411,829.9,8.28,8.60,7.69,5.2,
CLBOH,33,20150526,15:19,8.9,56,1391,0,22.556,599.8,9.87,8.89,2.21,9.3,
CLBOH,33,20150526,15:19,8.9,56,1391,1,21.873,585.8,10.53,8.91,2.28,9.3,
CLBOH,33,20150526,15:19,8.9,56,1391,2,21.478,579.8,10.77,8.99,2.43,9.3,
CLBOH,33,20150526,15:19,8.9,56,1391,3,20.507,584.9,11.09,9.01,2.34,9.3,
CLBOH,33,20150526,15:19,8.9,56,1391,4,18.006,568.6,10.25,8.85,3.06,9.3,
CLBOH,33,20150526,15:19,8.9,56,1391,5,15.271,598.7,7.06,8.25,2.66,9.3,
CLBOH,33,20150526,15:19,8.9,56,1391,6,13.280,512.7,2.30,7.70,2.79,9.3,6
CLBOH,33,20150526,15:19,8.9,56,1391,7,12.885,669.3,0.69,7.35,2.25,9.3,
CLBOH,33,20150526,15:19,8.9,56,1391,8,11.993,729.6,0.14,7.45,2.47,9.3,
CLBOH,33,20150526,15:19,8.9,56,1391,9,10.789,774.7,0.02,7.37,3.13,9.3,
CLBOH,34,20150526,18:10,5.6,43,6446,0,22.831,725.8,9.37,8.77,3.82,12.1,
CLBOH,34,20150526,18:10,5.6,43,6446,1,22.723,722.8,9.48,8.77,3.42,12.1,
CLBOH,34,20150526,18:10,5.6,43,6446,2,22.528,718.4,9.51,8.79,3.43,12.1,
CLBOH,34,20150526,18:10,5.6,43,6446,3,20.779,665.4,9.65,8.82,3.55,12.1,
CLBOH,34,20150526,18:10,5.6,43,6446,4,17.571,700.7,5.39,8.06,4.11,12.1,
CLBOH,34,20150526,18:10,5.6,43,6446,5,15.846,752.2,1.34,7.70,4.71,12.1,5
CLBOH,34,20150527,12:15,6.2,45,6446,0,23.008,713.0,8.59,8.73,3.28,6.2,
CLBOH,34,20150527,12:15,6.2,45,6446,1,22.661,704.4,8.87,8.73,3.48,6.2,
CLBOH,34,20150527,12:15,6.2,45,6446,2,21.876,686.5,9.08,8.76,3.13,6.2,
CLBOH,34,20150527,12:15,6.2,45,6446,3,19.440,629.5,8.61,8.67,3.70,6.2,
CLBOH,34,20150527,12:15,6.2,45,6446,4,18.156,765.7,5.43,7.97,4.69,6.2,
CLBOH,34,20150527,12:15,6.2,45,6446,5,16.152,756.2,1.42,7.68,4.32,6.2,5
CLBOH,34,20150527,12:15,6.2,45,6446,6,14.351,801.6,0.35,7.48,5.54,6.2,6
CLBOH,35,20150527,11:07,3.1,35,10784,0,22.829,828.3,8.65,8.67,5.19,5.1,
CLBOH,35,20150527,11:07,3.1,35,10784,1,22.783,827.6,8.84,5.66,5.34,5.1,
CLBOH,35,20150527,11:07,3.1,35,10784,2,22.770,827.9,8.83,8.66,5.35,5.1,
CLBOH,35,20150527,11:07,3.1,35,10784,3,22.277,868.9,6.76,8.10,29.58,5.1,
CLBOH,36,20150526,16:29,7.8,51,2888,0,23.579,628.9,9.42,8.84,2.35,10.4,
CLBOH,36,20150526,16:29,7.8,51,2888,1,22.647,628.8,9.75,8.88,2.55,10.4,
CLBOH,36,20150526,16:29,7.8,51,2888,2,22.230,627.6,9.87,8.88,2.52,10.4,
CLBOH,36,20150526,16:29,7.8,51,2888,3,20.108,595.0,10.52,9.02,2.41,10.4,
CLBOH,36,20150526,16:29,7.8,51,2888,4,17.354,587.6,9.61,8.77,2.65,10.4,
CLBOH,36,20150526,16:29,7.8,51,2888,5,14.607,628.6,4.15,7.92,2.47,10.4,
CLBOH,36,20150526,16:29,7.8,51,2888,6,12.935,683.0,0.73,7.61,2.54,10.4,6
CLBOH,36,20150526,16:29,7.8,51,2888,7,12.624,726.6,0.16,7.48,2.52,10.4,
CLBOH,36,20150526,16:29,7.8,51,2888,8,11.946,748.4,0.03,7.44,8.96,10.4,
CLBOH,37,20150526,17:11,6.7,48,4837,0,23.935,669.7,9.48,8.80,2.60,11.1,
CLBOH,37,20150526,17:11,6.7,48,4837,1,23.184,660.0,9.59,8.81,3.04,11.1,
CLBOH,37,20150526,17:11,6.7,48,4837,2,21.830,660.9,9.77,8.83,3.65,11.1,
CLBOH,37,20150526,17:11,6.7,48,4837,3,19.522,608.2,10.50,8.99,3.18,11.1,
CLBOH,37,20150526,17:11,6.7,48,4837,4,17.818,625.5,8.25,8.61,3.17,11.1,
CLBOH,37,20150526,17:11,6.7,48,4837,5,15.906,731.8,2.22,7.81,3.83,11.1,5
CLBOH,37,20150526,17:11,6.7,48,4837,6,14.343,753.8,0.51,7.56,3.44,11.1,
CLBOH,37,20150526,17:11,6.7,48,4837,7,13.123,745.9,0.12,7.49,12.44,11.1,
CLBOH,38,20150527,13:00,4.5,44,7993,0,22.956,778.4,8.51,8.73,3.40,6.9,
CLBOH,38,20150527,13:00,4.5,44,7993,1,22.810,777.3,8.99,8.73,4.19,6.9,
CLBOH,38,20150527,13:00,4.5,44,7993,2,20.372,772.8,8.37,8.58,4.43,6.9,
CLBOH,38,20150527,13:00,4.5,44,7993,3,19.468,829.7,6.38,8.20,4.56,6.9,
CLBOH,38,20150527,13:00,4.5,44,7993,4,18.816,890.6,3.02,7.82,6.45,6.9,4
CLBOH,39,20150527,11:28,3.6,37,9894,0,22.881,827.3,8.91,8.67,5.16,5.4,
CLBOH,39,20150527,11:28,3.6,37,9894,1,22.735,819.9,8.92,8.67,5.06,5.4,
CLBOH,39,20150527,11:28,3.6,37,9894,2,22.184,809.3,8.82,8.66,4.29,5.4,
CLBOH,39,20150527,11:28,3.6,37,9894,3,22.239,902.8,7.11,8.10,9.60,5.4,
CLBOH,40,20150526,18:03,2.6,30,7814,0,23.547,639.6,9.09,8.69,6.43,12.0,
CLBOH,40,20150526,18:03,2.6,30,7814,1,23.217,647.0,9.26,8.70,6.46,12.0,
CLBOH,40,20150526,18:03,2.6,30,7814,2,23.066,645.9,9.14,8.68,7.46,12.0,
TAL,41,20150527,18:13,3.5,28.8,5194,0,22.6,566.6,8.6,8.5,7.5,12.2,
TAL,41,20150527,18:13,3.5,28.8,5194,1,22.0,563.3,8.7,8.5,7.0,12.2,
TAL,41,20150527,18:13,3.5,28.8,5194,2,20.1,552.2,9.0,8.6,5.0,12.2,
TAL,41,20150527,18:13,3.5,28.8,5194,3,19.1,553.4,7.0,8.2,7.0,12.2,
TAL,42,20150528,12:14,1.9,26.4,12473,0,24.7,902.8,10.7,8.6,8.3,6.2,
TAL,42,20150528,12:14,1.9,26.4,12473,1,24.1,901.3,9.7,8.5,9.3,6.2,
TAL,42,20150528,12:14,1.9,26.4,12473,2,21.7,961.9,2.4,7.6,25.1,6.2,2
TAL,43,20150527,16:55,6.4,40.8,3413,0,22.5,555.2,9.1,8.6,3.4,10.9,
TAL,43,20150527,16:55,6.4,40.8,3413,1,22.2,553.9,9.1,8.6,3.8,10.9,
TAL,43,20150527,16:55,6.4,40.8,3413,2,20.4,547.5,9.1,8.6,4.1,10.9,
TAL,43,20150527,16:55,6.4,40.8,3413,3,19.6,545.1,9.0,8.6,3.7,10.9,
TAL,43,20150527,16:55,6.4,40.8,3413,4,17.1,542.3,7.1,8.2,4.4,10.9,
TAL,43,20150527,16:55,6.4,40.8,3413,5,14.1,544.1,0.9,7.5,7.9,10.9,5
TAL,43,20150527,16:55,6.4,40.8,3413,6,12.5,544.4,0.1,7.4,7.6,10.9,
TAL,44,20150527,15:34,5.8,50.4,2047,0,23.0,554.7,8.7,8.5,2.9,9.5,
TAL,44,20150527,15:34,5.8,50.4,2047,1,23.0,554.7,8.8,8.5,3.1,9.5,
TAL,44,20150527,15:34,5.8,50.4,2047,2,23.0,554.7,8.8,8.5,3.1,9.5,
TAL,44,20150527,15:34,5.8,50.4,2047,3,22.8,555.0,8.7,8.5,3.1,9.5,
TAL,44,20150527,15:34,5.8,50.4,2047,4,17.4,539.8,7.7,8.4,5.0,9.5,
TAL,44,20150527,15:34,5.8,50.4,2047,5,13.9,542.1,1.1,7.4,5.9,9.5,5
TAL,44,20150527,15:34,5.8,50.4,2047,6,13.0,543.2,0.0,7.4,7.7,9.5,
TAL,45,20150528,9:59,4.9,45.6,6949,0,22.5,611.4,8.6,8.5,3.6,3.9,
TAL,45,20150528,9:59,4.9,45.6,6949,1,22.5,611.6,8.7,8.5,4.1,3.9,
TAL,45,20150528,9:59,4.9,45.6,6949,2,22.4,612.7,8.6,8.5,3.7,3.9,
TAL,45,20150528,9:59,4.9,45.6,6949,3,20.7,612.8,7.1,8.2,4.7,3.9,
TAL,45,20150528,9:59,4.9,45.6,6949,4,17.9,577.5,3.5,7.6,7.7,3.9,4
TAL,45,20150528,9:59,4.9,45.6,6949,5,16.0,559.8,0.4,7.4,14.1,3.9,
TAL,46,20150528,12:20,2.3,30.0,11683,0,23.7,702.8,9.5,8.6,5.4,6.3,
TAL,46,20150528,12:20,2.3,30.0,11683,1,23.4,702.1,7.6,8.6,6.7,6.3,
TAL,46,20150528,12:20,2.3,30.0,11683,2,22.7,770.6,7.6,8.2,9.9,6.3,
TAL,47,20150527,16:29,6.5,48.0,3063,0,22.8,556.7,8.9,8.7,3.6,10.4,
TAL,47,20150527,16:29,6.5,48.0,3063,1,22.3,557.8,9.1,8.6,4.0,10.4,
TAL,47,20150527,16:29,6.5,48.0,3063,2,21.4,554.3,9.2,8.6,3.5,10.4,
TAL,47,20150527,16:29,6.5,48.0,3063,3,19.5,545.1,9.1,8.6,3.7,10.4,
TAL,47,20150527,16:29,6.5,48.0,3063,4,16.9,544.3,6.1,8.0,5.1,10.4,
TAL,47,20150527,16:29,6.5,48.0,3063,5,14.4,542.6,1.3,7.5,6.3,10.4,5
TAL,47,20150527,16:29,6.5,48.0,3063,6,12.8,545.7,0.1,7.4,7.6,10.4,
TAL,48,20150527,16:09,6.7,48.0,2170,0,23.4,553.4,8.8,8.6,3.2,10.1,
TAL,48,20150527,16:09,6.7,48.0,2170,1,22.8,554.6,8.9,8.6,3.4,10.1,
TAL,48,20150527,16:09,6.7,48.0,2170,2,21.5,554.3,8.9,8.6,3.8,10.1,
TAL,48,20150527,16:09,6.7,48.0,2170,3,20.8,551.5,9.1,8.6,4.3,10.1,
TAL,48,20150527,16:09,6.7,48.0,2170,4,17.2,542.0,7.5,8.3,4.9,10.1,
TAL,48,20150527,16:09,6.7,48.0,2170,5,14.3,538.5,3.1,7.5,7.2,10.1,5
TAL,48,20150527,16:09,6.7,48.0,2170,6,13.0,539.4,0.4,7.4,6.0,10.1,
TAL,48,20150527,16:09,6.7,48.0,2170,7,12.2,542.9,0.0,7.4,9.5,10.1,
TAL,49,20150528,10:43,4.1,45.6,8586,0,22.7,617.6,8.8,8.5,3.7,4.7,
TAL,49,20150528,10:43,4.1,45.6,8586,1,22.7,617.3,8.8,8.5,4.1,4.7,
TAL,49,20150528,10:43,4.1,45.6,8586,2,21.8,622.6,7.6,8.3,4.4,4.7,
TAL,49,20150528,10:43,4.1,45.6,8586,3,20.7,627.4,6.0,8.0,5.4,4.7,
TAL,49,20150528,10:43,4.1,45.6,8586,4,18.3,615.0,1.8,7.6,8.9,4.7,4
TAL,50,20150528,11:46,2.8,26.4,8727,0,24.5,843.1,10.3,8.6,6.7,5.7,
TAL,50,20150528,11:46,2.8,26.4,8727,1,23.6,704.9,9.3,8.5,6.5,5.7,
TAL,50,20150528,11:46,2.8,26.4,8727,2,21.6,950.6,2.4,7.6,22.1,5.7,2
TAL,50,20150528,11:46,2.8,26.4,8727,3,20.8,946.8,0.6,7.5,32.4,5.7,
TAL,51,20150527,18:24,5.5,48.0,4845,0,23.1,566.0,9.0,8.6,3.3,12.3,
TAL,51,20150527,18:24,5.5,48.0,4845,1,22.9,564.2,9.1,8.6,3.7,12.3,
TAL,51,20150527,18:24,5.5,48.0,4845,2,20.4,558.5,9.0,8.6,4.3,12.3,
TAL,51,20150527,18:24,5.5,48.0,4845,3,18.4,552.3,7.6,8.4,5.0,12.3,
TAL,51,20150527,18:24,5.5,48.0,4845,4,17.1,556.1,4.9,7.8,6.0,12.3,
TAL,51,20150527,18:24,5.5,48.0,4845,5,15.4,553.3,0.9,7.4,11.6,12.3,5
TAL,52,20150527,14:57,7.6,52.8,1251,0,23.1,553.4,8.7,8.5,3.1,8.9,
TAL,52,20150527,14:57,7.6,52.8,1251,1,23.1,553.4,8.8,8.5,2.8,8.9,
TAL,52,20150527,14:57,7.6,52.8,1251,2,22.8,553.4,8.8,8.5,3.3,8.9,
TAL,52,20150527,14:57,7.6,52.8,1251,3,22.6,553.1,8.7,8.5,3.0,8.9,
TAL,52,20150527,14:57,7.6,52.8,1251,4,17.3,539.6,8.0,8.5,3.6,8.9,
TAL,52,20150527,14:57,7.6,52.8,1251,5,14.9,543.2,3.7,7.6,6.7,8.9,5
TAL,52,20150527,14:57,7.6,52.8,1251,6,13.2,540.0,1.0,7.4,4.9,8.9,
TAL,52,20150527,14:57,7.6,52.8,1251,7,11.8,545.8,0.0,7.4,7.7,8.9,
TAL,53,20150528,11:07,3.6,39.6,9431,0,23.2,633.0,9.3,8.6,4.3,5.1,
TAL,53,20150528,11:07,3.6,39.6,9431,1,22.9,624.8,8.9,8.6,4.4,5.1,
TAL,53,20150528,11:07,3.6,39.6,9431,2,21.9,719.3,5.7,7.9,8.3,5.1,
TAL,53,20150528,11:07,3.6,39.6,9431,3,19.4,688.2,2.1,7.6,7.1,5.1,3
TAL,54,20150527,14:36,7.7,52.8,1397,0,23.1,553.5,8.7,8.5,2.8,8.5,
TAL,54,20150527,14:36,7.7,52.8,1397,1,23.1,553.5,8.7,8.5,2.7,8.5,
TAL,54,20150527,14:36,7.7,52.8,1397,2,22.9,553.6,8.8,8.5,2.9,8.5,
TAL,54,20150527,14:36,7.7,52.8,1397,3,22.8,553.7,8.7,8.5,3.0,8.5,
TAL,54,20150527,14:36,7.7,52.8,1397,4,17.4,538.2,8.4,8.5,3.5,8.5,
TAL,54,20150527,14:36,7.7,52.8,1397,5,14.7,542.1,2.7,7.5,5.4,8.5,5
TAL,54,20150527,14:36,7.7,52.8,1397,6,12.8,541.7,0.0,7.4,4.9,8.5,
TAL,54,20150527,14:36,7.7,52.8,1397,7,11.4,548.8,0.0,7.5,4.7,8.5,
TAL,55,20150528,8:43,4.2,38.4,3548,0,22.6,433.5,8.1,8.2,5.6,2.7,
TAL,55,20150528,8:43,4.2,38.4,3548,1,22.5,433.4,8.1,8.2,5.6,2.7,
TAL,55,20150528,8:43,4.2,38.4,3548,2,22.5,433.9,8.1,8.2,6.6,2.7,
TAL,55,20150528,8:43,4.2,38.4,3548,3,20.0,446.9,5.8,7.8,7.9,2.7,
TAL,56,20150527,14:19,6.1,52.8,1239,0,23.1,553.4,8.7,8.5,2.9,8.3,
TAL,56,20150527,14:19,6.1,52.8,1239,1,23.1,553.4,8.6,8.5,3.0,8.3,
TAL,56,20150527,14:19,6.1,52.8,1239,2,22.9,553.2,8.6,8.5,2.9,8.3,
TAL,56,20150527,14:19,6.1,52.8,1239,3,22.6,553.8,8.7,8.5,3.3,8.3,
TAL,56,20150527,14:19,6.1,52.8,1239,4,17.7,540.2,8.1,8.5,4.4,8.3,
TAL,56,20150527,14:19,6.1,52.8,1239,5,14.7,543.5,3.6,7.6,6.5,8.3,5
TAL,56,20150527,14:19,6.1,52.8,1239,6,13.5,542.1,0.5,7.3,5.8,8.3,
TAL,57,20150528,9:50,5.2,49.2,6203,0,22.4,587.1,8.6,8.5,3.6,3.8,
TAL,57,20150528,9:50,5.2,49.2,6203,1,22.3,590.9,8.6,8.5,3.7,3.8,
TAL,57,20150528,9:50,5.2,49.2,6203,2,22.2,601.5,8.3,8.4,3.8,3.8,
TAL,57,20150528,9:50,5.2,49.2,6203,3,20.3,575.8,8.0,8.4,3.9,3.8,
TAL,57,20150528,9:50,5.2,49.2,6203,4,18.0,565.8,5.2,7.9,5.5,3.8,
TAL,57,20150528,9:50,5.2,49.2,6203,5,15.4,556.0,0.4,7.5,18.7,3.8,5
TAL,58,20150528,11:34,2.3,36.0,11618,0,23.3,695.5,9.4,8.6,5.6,5.5,
TAL,58,20150528,11:34,2.3,36.0,11618,1,23.0,703.5,9.2,8.6,6.4,5.5,
TAL,58,20150528,11:34,2.3,36.0,11618,2,22.3,805.0,4.1,7.7,18.0,5.5,
TAL,59,20150527,18:39,5.8,39.6,4893,0,23.2,569.0,9.0,8.6,3.4,12.6,
TAL,59,20150527,18:39,5.8,39.6,4893,1,23.2,569.2,9.1,8.6,3.4,12.6,
TAL,59,20150527,18:39,5.8,39.6,4893,2,21.7,566.2,9.1,8.6,5.2,12.6,
TAL,59,20150527,18:39,5.8,39.6,4893,3,18.4,558.2,7.0,8.2,4.9,12.6,
TAL,59,20150527,18:39,5.8,39.6,4893,4,17.2,560.7,4.4,7.8,6.0,12.6,
TAL,59,20150527,18:39,5.8,39.6,4893,5,15.2,552.2,0.3,7.4,18.1,12.6,5
TAL,59,20150527,18:39,5.8,39.6,4893,6,13.5,550.7,0.0,7.4,26.0,12.6,
TAL,60,20150527,15:51,7.0,54.0,2184,0,23.3,543.6,8.8,8.5,3.0,9.8,
TAL,60,20150527,15:51,7.0,54.0,2184,1,23.1,554.0,8.8,8.5,3.0,9.8,
TAL,60,20150527,15:51,7.0,54.0,2184,2,22.4,550.0,8.8,8.5,3.5,9.8,
TAL,60,20150527,15:51,7.0,54.0,2184,3,20.2,548.2,8.9,8.6,3.6,9.8,
TAL,60,20150527,15:51,7.0,54.0,2184,4,17.2,542.4,7.5,8.4,4.7,9.8,
TAL,60,20150527,15:51,7.0,54.0,2184,5,14.9,542.7,3.4,7.6,5.4,9.8,5
TAL,60,20150527,15:51,7.0,54.0,2184,6,12.6,540.5,0.1,7.4,4.5,9.8,
TAL,60,20150527,15:51,7.0,54.0,2184,7,12.1,543.8,0.0,7.4,7.8,9.8,
TAL,61,20150527,17:54,5.7,48.0,3244.0,0,23.4,566.0,8.8,8.5,3.2,11.8,
TAL,61,20150527,17:54,5.7,48.0,3244.0,1,22.9,571.8,9.1,8.6,4.2,11.8,
TAL,61,20150527,17:54,5.7,48.0,3244.0,2,20.5,566.4,9.1,8.6,3.9,11.8,
TAL,61,20150527,17:54,5.7,48.0,3244.0,3,19.1,547.3,8.6,8.6,4.8,11.8,
TAL,61,20150527,17:54,5.7,48.0,3244.0,4,16.4,552.9,3.1,7.6,6.6,11.8,4
TAL,61,20150527,17:54,5.7,48.0,3244.0,5,15.4,553.4,0.8,7.4,11.2,11.8,
TAL,62,20150528,8:54,2.3,38.4,4196,0,22.6,433.5,8.2,8.2,6.2,2.8,
TAL,62,20150528,8:54,2.3,38.4,4196,1,22.6,433.7,8.2,8.2,5.9,2.8,
