lake,site,month,monlak,date ,time,samplingtime,sunrise,Time from sunrise,daylight,depth,temp,spcond,do,domgl,ph,turb,dist,totdepth,depthbelow3,avgdoepi,thermocline,avgtemp,avgspcond,avgdo,avgdomgl,avgph,avgturb,
clb,1,4,4clb,20150429,11:46,33,6:27,5:19,5.32,0,14.1,552,,10.52,,,1740,6,,11,,,,,,,,
clb,1,4,4clb,20150429,11:46,,6:27,5:19,5.32,1,13.7,,,11.07,,,,,,,,,,,,,,
clb,1,4,4clb,20150429,11:46,,6:27,5:19,5.32,2,12.8,,,11.45,,,,,,,,,,,,,,
clb,1,4,4clb,20150429,11:46,,6:27,5:19,5.32,3,12.4,,,11.28,,,,,,,,,,,,,,
clb,1,4,4clb,20150429,11:46,,6:27,5:19,5.32,4,12.4,,,10.64,,,,,,,,,,,,,,
clb,1,4,4clb,20150429,11:46,,6:27,5:19,5.32,5,12.3,,,10.17,,,,,,,,,,,,,,
clb,1,4,4clb,20150429,11:46,,6:27,5:19,5.32,6,12.1,,,9.25,,,,,,,,,,,,,,
clb,2,4,4clb,20150429,11:03,27,6:27,4:36,4.6,0,14.9,577,,10.71,,,5130,7,,11.2,,,,,,,,
clb,2,4,4clb,20150429,11:03,,6:27,4:36,4.6,1,13.4,,,11.21,,,,,,,,,,,,,,
clb,2,4,4clb,20150429,11:03,,6:27,4:36,4.6,2,13.1,,,11.53,,,,,,,,,,,,,,
clb,2,4,4clb,20150429,11:03,,6:27,4:36,4.6,3,12.9,,,11.56,,,,,,,,,,,,,,
clb,2,4,4clb,20150429,11:03,,6:27,4:36,4.6,4,12.6,,,10.75,,,,,,,,,,,,,,
clb,2,4,4clb,20150429,11:03,,6:27,4:36,4.6,5,12.4,,,10.25,,,,,,,,,,,,,,
clb,2,4,4clb,20150429,11:03,,6:27,4:36,4.6,6,12.4,,,10.08,,,,,,,,,,,,,,
clb,2,4,4clb,20150429,11:03,,6:27,4:36,4.6,7,12.1,,,7.61,,,,,,,,,,,,,,
clb,3,4,4clb,20150429,10:27,21,6:27,4:00,4,0,14,404,,11.77,,,7068,5,,11.5,,,,,,,,
clb,3,4,4clb,20150429,10:27,,6:27,4:00,4,1,13.9,,,11.81,,,,,,,,,,,,,,
clb,3,4,4clb,20150429,10:27,,6:27,4:00,4,2,13.4,,,11.8,,,,,,,,,,,,,,
clb,3,4,4clb,20150429,10:27,,6:27,4:00,4,3,13.3,,,11.51,,,,,,,,,,,,,,
clb,3,4,4clb,20150429,10:27,,6:27,4:00,4,4,12.6,,,10.83,,,,,,,,,,,,,,
clb,3,4,4clb,20150429,10:27,,6:27,4:00,4,5,12.5,,,9.92,,,,,,,,,,,,,,
clb,4,4,4clb,20150429,9:25,9,6:27,2:58,2.97,0,14,643,,11.24,,,9534,3,,11,,,,,,,,
clb,4,4,4clb,20150429,9:25,,6:27,2:58,2.97,1,13.7,,,11.24,,,,,,,,,,,,,,
clb,4,4,4clb,20150429,9:25,,6:27,2:58,2.97,2,13.2,,,10.97,,,,,,,,,,,,,,
clb,4,4,4clb,20150429,9:25,,6:27,2:58,2.97,3,12.7,,,10.45,,,,,,,,,,,,,,
clb,5,4,4clb,20150429,11:35,31,6:27,5:08,5.13,0,14.5,562,,11.07,,,2988,7,,11,,,,,,,,
clb,5,4,4clb,20150429,11:35,,6:27,5:08,5.13,1,13.1,,,11.18,,,,,,,,,,,,,,
clb,5,4,4clb,20150429,11:35,,6:27,5:08,5.13,2,12.8,,,11.47,,,,,,,,,,,,,,
clb,5,4,4clb,20150429,11:35,,6:27,5:08,5.13,3,12.5,,,10.73,,,,,,,,,,,,,,
clb,5,4,4clb,20150429,11:35,,6:27,5:08,5.13,4,12.5,,,10.38,,,,,,,,,,,,,,
clb,5,4,4clb,20150429,11:35,,6:27,5:08,5.13,5,12.4,,,10.03,,,,,,,,,,,,,,
clb,5,4,4clb,20150429,11:35,,6:27,5:08,5.13,6,12.2,,,8.66,,,,,,,,,,,,,,
clb,5,4,4clb,20150429,11:35,,6:27,5:08,5.13,7,11.4,,,5.05,,,,,,,,,,,,,,
clb,6,4,4clb,20150429,10:38,23,6:27,4:11,4.18,0,13.9,542,,11.08,,,6669,3,,11.2075,,,,,,,,
clb,6,4,4clb,20150429,10:38,,6:27,4:11,4.18,1,13.1,,,11.29,,,,,,,,,,,,,,
clb,6,4,4clb,20150429,10:38,,6:27,4:11,4.18,2,12.9,,,11.3,,,,,,,,,,,,,,
clb,6,4,4clb,20150429,10:38,,6:27,4:11,4.18,3,12.5,,,11.16,,,,,,,,,,,,,,
clb,7,4,4clb,20150429,9:43,13,6:27,3:16,3.27,0,13.9,627,,11.14,,,8430,4,,10.5,,,,,,,,
clb,7,4,4clb,20150429,9:43,,6:27,3:16,3.27,1,13.6,,,11.35,,,,,,,,,,,,,,
clb,7,4,4clb,20150429,9:43,,6:27,3:16,3.27,2,13.5,,,11.45,,,,,,,,,,,,,,
clb,7,4,4clb,20150429,9:43,,6:27,3:16,3.27,3,12.9,,,10.99,,,,,,,,,,,,,,
clb,7,4,4clb,20150429,9:43,,6:27,3:16,3.27,4,12.2,,,7.65,,,,,,,,,,,,,,
clb,8,4,4clb,20150429,8:37,,6:27,2:10,2.17,0,11.4,,,10.5,,,,1,,10.4,,,,,,,,
clb,8,4,4clb,20150429,8:37,,6:27,2:10,2.17,1,11.9,,,10.27,,,,,,,,,,,,,,
clb,9,4,4clb,20150429,12:08,36,6:27,5:41,5.68,0,14.5,547,,11.65,,,381,9,,11.6,,,,,,,,
clb,9,4,4clb,20150429,12:08,,6:27,5:41,5.68,1,13.2,,,11.94,,,,,,,,,,,,,,
clb,9,4,4clb,20150429,12:08,,6:27,5:41,5.68,2,12.5,,,11.79,,,,,,,,,,,,,,
clb,9,4,4clb,20150429,12:08,,6:27,5:41,5.68,3,12.3,,,11.49,,,,,,,,,,,,,,
clb,9,4,4clb,20150429,12:08,,6:27,5:41,5.68,4,12.2,,,10.98,,,,,,,,,,,,,,
clb,9,4,4clb,20150429,12:08,,6:27,5:41,5.68,5,12.1,,,9.57,,,,,,,,,,,,,,
clb,9,4,4clb,20150429,12:08,,6:27,5:41,5.68,6,11.7,,,9.58,,,,,,,,,,,,,,
clb,9,4,4clb,20150429,12:08,,6:27,5:41,5.68,7,11.6,,,7.7,,,,,,,,,,,,,,
clb,9,4,4clb,20150429,12:08,,6:27,5:41,5.68,8,9.2,,,4.77,,,,,,,,,,,,,,
clb,9,4,4clb,20150429,12:08,,6:27,5:41,5.68,9,8.1,,,3.11,,,,,,,,,,,,,,
clb,10,4,4clb,20150429,10:17,19,6:27,3:50,3.83,0,14.2,433,,10.84,,,7364,5,,11.1,,,,,,,,
clb,10,4,4clb,20150429,10:17,,6:27,3:50,3.83,1,13.6,,,11.39,,,,,,,,,,,,,,
clb,10,4,4clb,20150429,10:17,,6:27,3:50,3.83,2,13.3,,,11.6,,,,,,,,,,,,,,
clb,10,4,4clb,20150429,10:17,,6:27,3:50,3.83,3,13.2,,,11.34,,,,,,,,,,,,,,
clb,10,4,4clb,20150429,10:17,,6:27,3:50,3.83,4,12.5,,,10.41,,,,,,,,,,,,,,
clb,10,4,4clb,20150429,10:17,,6:27,3:50,3.83,5,12.3,,,7.91,,,,,,,,,,,,,,
clb,11,4,4clb,20150429,10:00,16,6:27,3:33,3.55,0,14,563,,11.33,,,,1,,11.4,,,,,,,,
clb,11,4,4clb,20150429,10:00,,6:27,3:33,3.55,1,13.4,,,11.44,,,,,,,,,,,,,,
clb,13,4,4clb,20150429,9:38,12,6:27,3:11,3.18,0,14.2,648,,11.31,,,9016,4,,10.4,,,,,,,,
clb,13,4,4clb,20150429,9:38,,6:27,3:11,3.18,1,13.8,,,11.45,,,,,,,,,,,,,,
clb,13,4,4clb,20150429,9:38,,6:27,3:11,3.18,2,13.5,,,11.31,,,,,,,,,,,,,,
clb,13,4,4clb,20150429,9:38,,6:27,3:11,3.18,3,12.5,,,11.19,,,,,,,,,,,,,,
clb,13,4,4clb,20150429,9:38,,6:27,3:11,3.18,4,12.1,,,6.5,,,,,,,,,,,,,,
clb,14,4,4clb,20150429,10:04,17,6:27,3:37,3.62,0,13.9,519,,11.25,,,8009,4,,10.8,,,,,,,,
clb,14,4,4clb,20150429,10:04,,6:27,3:37,3.62,1,13.4,,,11.78,,,,,,,,,,,,,,
clb,14,4,4clb,20150429,10:04,,6:27,3:37,3.62,2,13.5,,,11.39,,,,,,,,,,,,,,
clb,14,4,4clb,20150429,10:04,,6:27,3:37,3.62,3,13.4,,,11.18,,,,,,,,,,,,,,
clb,14,4,4clb,20150429,10:04,,6:27,3:37,3.62,4,12.3,,,8.51,,,,,,,,,,,,,,
clb,15,4,4clb,20150429,9:33,11,6:27,3:06,3.1,0,14.2,649,,11.39,,,8967,4,,10.7,,,,,,,,
clb,15,4,4clb,20150429,9:33,,6:27,3:06,3.1,1,13.8,,,11.59,,,,,,,,,,,,,,
clb,15,4,4clb,20150429,9:33,,6:27,3:06,3.1,2,13.7,,,11.71,,,,,,,,,,,,,,
clb,15,4,4clb,20150429,9:33,,6:27,3:06,3.1,3,12.5,,,11.5,,,,,,,,,,,,,,
clb,15,4,4clb,20150429,9:33,,6:27,3:06,3.1,4,12,,,7.21,,,,,,,,,,,,,,
clb,16,4,4clb,20150429,8:53,4,6:27,2:26,2.43,0,12.5,1378,,10.69,,,,1,,10.5,,,,,,,,
clb,16,4,4clb,20150429,8:53,,6:27,2:26,2.43,1,12.7,,,10.3,,,,,,,,,,,,,,
clb,17,4,4clb,20150429,11:27,30,6:27,5:00,5,0,14.8,550,,11.1,,,3440,8,,11.6,,,,,,,,
clb,17,4,4clb,20150429,11:27,,6:27,5:00,5,1,13.2,,,12.77,,,,,,,,,,,,,,
clb,17,4,4clb,20150429,11:27,,6:27,5:00,5,2,13,,,12.11,,,,,,,,,,,,,,
clb,17,4,4clb,20150429,11:27,,6:27,5:00,5,3,13,,,11.37,,,,,,,,,,,,,,
clb,17,4,4clb,20150429,11:27,,6:27,5:00,5,4,12.6,,,10.63,,,,,,,,,,,,,,
clb,17,4,4clb,20150429,11:27,,6:27,5:00,5,5,12.2,,,8.92,,,,,,,,,,,,,,
clb,17,4,4clb,20150429,11:27,,6:27,5:00,5,6,12.1,,,7.76,,,,,,,,,,,,,,
clb,17,4,4clb,20150429,11:27,,6:27,5:00,5,7,11.1,,,4.55,,,,,,,,,,,,,,
clb,17,4,4clb,20150429,11:27,,6:27,5:00,5,8,9.4,,,2.29,,,,,,,,,,,,,,
clb,18,4,4clb,20150429,10:51,25,6:27,4:24,4.4,0,13.9,412,,11.52,,,5839,6,,11.2,,,,,,,,
clb,18,4,4clb,20150429,10:51,,6:27,4:24,4.4,1,13.3,,,11.84,,,,,,,,,,,,,,
clb,18,4,4clb,20150429,10:51,,6:27,4:24,4.4,2,13.1,,,11.5,,,,,,,,,,,,,,
clb,18,4,4clb,20150429,10:51,,6:27,4:24,4.4,3,12.7,,,10.69,,,,,,,,,,,,,,
clb,18,4,4clb,20150429,10:51,,6:27,4:24,4.4,4,12.4,,,10.5,,,,,,,,,,,,,,
clb,18,4,4clb,20150429,10:51,,6:27,4:24,4.4,5,12.4,,,9.85,,,,,,,,,,,,,,
clb,18,4,4clb,20150429,10:51,,6:27,4:24,4.4,6,12.1,,,9.82,,,,,,,,,,,,,,
clb,19,4,4clb,20150429,9:11,6,6:27,2:44,2.73,0,13.5,647,,11.5,,,10465,2,,11,,,,,,,,
clb,19,4,4clb,20150429,9:11,,6:27,2:44,2.73,1,13.2,,,11.31,,,,,,,,,,,,,,
clb,19,4,4clb,20150429,9:11,,6:27,2:44,2.73,2,12.3,,,10.2,,,,,,,,,,,,,,
clb,20,4,4clb,20150429,8:32,1,6:27,2:05,2.08,0,12.5,949,,11.01,,,11212,2,,10.4,,,,,,,,
clb,20,4,4clb,20150429,8:32,,6:27,2:05,2.08,1,12.7,,,11.03,,,,,,,,,,,,,,
clb,20,4,4clb,20150429,8:32,,6:27,2:05,2.08,2,12.4,,,9.29,,,,,,,,,,,,,,
clb,21,4,4clb,20150429,11:16,29,6:27,4:49,4.82,0,14.5,570,,11.02,,,4255,7,,11,,,,,,,,
clb,21,4,4clb,20150429,11:16,,6:27,4:49,4.82,1,13.2,,,11.11,,,,,,,,,,,,,,
clb,21,4,4clb,20150429,11:16,,6:27,4:49,4.82,2,13,,,11.36,,,,,,,,,,,,,,
clb,21,4,4clb,20150429,11:16,,6:27,4:49,4.82,3,12.9,,,11.28,,,,,,,,,,,,,,
clb,21,4,4clb,20150429,11:16,,6:27,4:49,4.82,4,12.5,,,10.44,,,,,,,,,,,,,,
clb,21,4,4clb,20150429,11:16,,6:27,4:49,4.82,5,12.4,,,9.89,,,,,,,,,,,,,,
clb,21,4,4clb,20150429,11:16,,6:27,4:49,4.82,6,12.3,,,9.06,,,,,,,,,,,,,,
clb,21,4,4clb,20150429,11:16,,6:27,4:49,4.82,7,11.4,,,5.21,,,,,,,,,,,,,,
clb,22,4,4clb,20150429,9:53,15,6:27,3:26,3.43,0,13.7,560,,11.57,,,7739,4,,11.3,,,,,,,,
clb,22,4,4clb,20150429,9:53,,6:27,3:26,3.43,1,13.6,,,11.62,,,,,,,,,,,,,,
clb,22,4,4clb,20150429,9:53,,6:27,3:26,3.43,2,13.5,,,11.6,,,,,,,,,,,,,,
clb,22,4,4clb,20150429,9:53,,6:27,3:26,3.43,3,13.1,,,10.9,,,,,,,,,,,,,,
clb,22,4,4clb,20150429,9:53,,6:27,3:26,3.43,4,12.6,,,10.9,,,,,,,,,,,,,,
clb,23,4,4clb,20150429,9:16,7,6:27,2:49,2.82,0,13.8,632,,11.4,,,10143,2,,11.4,,,,,,,,
clb,23,4,4clb,20150429,9:16,,6:27,2:49,2.82,1,13.5,,,11.45,,,,,,,,,,,,,,
clb,23,4,4clb,20150429,9:16,,6:27,2:49,2.82,2,13.3,,,11.25,,,,,,,,,,,,,,
clb,25,4,4clb,20150429,11:41,32,6:27,5:14,5.23,0,14.3,545,,10.95,,,1858,8,,11.2,,,,,,,,
clb,25,4,4clb,20150429,11:41,,6:27,5:14,5.23,1,13.1,,,11.47,,,,,,,,,,,,,,
clb,25,4,4clb,20150429,11:41,,6:27,5:14,5.23,2,13,,,11.74,,,,,,,,,,,,,,
clb,25,4,4clb,20150429,11:41,,6:27,5:14,5.23,3,12.5,,,11.31,,,,,,,,,,,,,,
clb,25,4,4clb,20150429,11:41,,6:27,5:14,5.23,4,12.4,,,10.67,,,,,,,,,,,,,,
clb,25,4,4clb,20150429,11:41,,6:27,5:14,5.23,5,12.3,,,10.1,,,,,,,,,,,,,,
clb,25,4,4clb,20150429,11:41,,6:27,5:14,5.23,6,12.1,,,9.13,,,,,,,,,,,,,,
clb,25,4,4clb,20150429,11:41,,6:27,5:14,5.23,7,11.3,,,6.44,,,,,,,,,,,,,,
clb,25,4,4clb,20150429,11:41,,6:27,5:14,5.23,8,10.1,,,4.47,,,,,,,,,,,,,,
clb,26,4,4clb,20150429,10:58,26,6:27,4:31,4.52,0,14.4,581,,12.1,,,5691,4,,11.3,,,,,,,,
clb,26,4,4clb,20150429,10:58,,6:27,4:31,4.52,1,13.5,,,11.81,,,,,,,,,,,,,,
clb,26,4,4clb,20150429,10:58,,6:27,4:31,4.52,2,13.3,,,12.07,,,,,,,,,,,,,,
clb,26,4,4clb,20150429,10:58,,6:27,4:31,4.52,3,12.6,,,10.58,,,,,,,,,,,,,,
clb,26,4,4clb,20150429,10:58,,6:27,4:31,4.52,4,12.4,,,9.92,,,,,,,,,,,,,,
clb,27,4,4clb,20150429,10:22,20,6:27,3:55,3.92,0,14.4,416,,11.41,,,7169,3,,11.6,,,,,,,,
clb,27,4,4clb,20150429,10:22,,6:27,3:55,3.92,1,13.6,,,11.93,,,,,,,,,,,,,,
clb,27,4,4clb,20150429,10:22,,6:27,3:55,3.92,2,13.4,,,11.57,,,,,,,,,,,,,,
clb,27,4,4clb,20150429,10:22,,6:27,3:55,3.92,3,13.2,,,11.37,,,,,,,,,,,,,,
clb,28,4,4clb,20150429,8:46,3,6:27,2:19,2.32,0,12.9,968,,10.69,,,,1,,10.6,,,,,,,,
clb,28,4,4clb,20150429,8:46,,6:27,2:19,2.32,1,12.7,,,10.59,,,,,,,,,,,,,,
clb,29,4,4clb,20150429,12:00,35,6:27,5:33,5.55,0,13.8,548,,12.08,,,875,9,,11.7,,,,,,,,
clb,29,4,4clb,20150429,12:00,,6:27,5:33,5.55,1,13.2,,,12.43,,,,,,,,,,,,,,
clb,29,4,4clb,20150429,12:00,,6:27,5:33,5.55,2,12.5,,,12.08,,,,,,,,,,,,,,
clb,29,4,4clb,20150429,12:00,,6:27,5:33,5.55,3,12.3,,,11.36,,,,,,,,,,,,,,
clb,29,4,4clb,20150429,12:00,,6:27,5:33,5.55,4,12.2,,,10.66,,,,,,,,,,,,,,
clb,29,4,4clb,20150429,12:00,,6:27,5:33,5.55,5,12,,,10.31,,,,,,,,,,,,,,
clb,29,4,4clb,20150429,12:00,,6:27,5:33,5.55,6,11.6,,,9.34,,,,,,,,,,,,,,
clb,29,4,4clb,20150429,12:00,,6:27,5:33,5.55,7,11.5,,,7.3,,,,,,,,,,,,,,
clb,29,4,4clb,20150429,12:00,,6:27,5:33,5.55,8,9.5,,,4.48,,,,,,,,,,,,,,
clb,29,4,4clb,20150429,12:00,,6:27,5:33,5.55,9,8.1,,,2.48,,,,,,,,,,,,,,
clb,30,4,4clb,20150429,10:09,18,6:27,3:42,3.7,0,14.1,601,,11.07,,,7813,5,,10.9,,,,,,,,
clb,30,4,4clb,20150429,10:09,,6:27,3:42,3.7,1,13.5,,,11.46,,,,,,,,,,,,,,
clb,30,4,4clb,20150429,10:09,,6:27,3:42,3.7,2,13.4,,,11.47,,,,,,,,,,,,,,
clb,30,4,4clb,20150429,10:09,,6:27,3:42,3.7,3,12.5,,,10.65,,,,,,,,,,,,,,
clb,30,4,4clb,20150429,10:09,,6:27,3:42,3.7,4,12.4,,,9.89,,,,,,,,,,,,,,
clb,30,4,4clb,20150429,10:09,,6:27,3:42,3.7,5,12.3,,,8.97,,,,,,,,,,,,,,
clb,31,4,4clb,20150429,9:29,10,6:27,3:02,3.03,0,14.1,653,,11.27,,,9109,4,,10.8,,,,,,,,
clb,31,4,4clb,20150429,9:29,,6:27,3:02,3.03,1,13.7,,,11.58,,,,,,,,,,,,,,
clb,31,4,4clb,20150429,9:29,,6:27,3:02,3.03,2,13.5,,,11.52,,,,,,,,,,,,,,
clb,31,4,4clb,20150429,9:29,,6:27,3:02,3.03,3,12.4,,,11.2,,,,,,,,,,,,,,
clb,31,4,4clb,20150429,9:29,,6:27,3:02,3.03,4,12,,,8.33,,,,,,,,,,,,,,
clb,33,4,4clb,20150429,11:52,34,6:27,5:25,5.42,0,13.6,554,,11.6,,,1391,8,,11.4,,,,,,,,
clb,33,4,4clb,20150429,11:52,,6:27,5:25,5.42,1,13.2,,,11.84,,,,,,,,,,,,,,
clb,33,4,4clb,20150429,11:52,,6:27,5:25,5.42,2,12.9,,,11.97,,,,,,,,,,,,,,
clb,33,4,4clb,20150429,11:52,,6:27,5:25,5.42,3,12.4,,,11.16,,,,,,,,,,,,,,
clb,33,4,4clb,20150429,11:52,,6:27,5:25,5.42,4,12.3,,,10.67,,,,,,,,,,,,,,
clb,33,4,4clb,20150429,11:52,,6:27,5:25,5.42,5,12.2,,,10.11,,,,,,,,,,,,,,
clb,33,4,4clb,20150429,11:52,,6:27,5:25,5.42,6,12.2,,,9.46,,,,,,,,,,,,,,
clb,33,4,4clb,20150429,11:52,,6:27,5:25,5.42,7,11.2,,,6.05,,,,,,,,,,,,,,
clb,33,4,4clb,20150429,11:52,,6:27,5:25,5.42,8,9.2,,,8.28,,,,,,,,,,,,,,
clb,34,4,4clb,20150429,10:32,22,6:27,4:05,4.08,0,14,437,,11.4,,,6446,5,,11.2,,,,,,,,
clb,34,4,4clb,20150429,10:32,,6:27,4:05,4.08,1,13.4,,,11.55,,,,,,,,,,,,,,
clb,34,4,4clb,20150429,10:32,,6:27,4:05,4.08,2,13.3,,,11.55,,,,,,,,,,,,,,
clb,34,4,4clb,20150429,10:32,,6:27,4:05,4.08,3,13.1,,,11.26,,,,,,,,,,,,,,
clb,34,4,4clb,20150429,10:32,,6:27,4:05,4.08,4,12.6,,,10.43,,,,,,,,,,,,,,
clb,34,4,4clb,20150429,10:32,,6:27,4:05,4.08,5,12.5,,,9.9,,,,,,,,,,,,,,
clb,35,4,4clb,20150429,9:04,5,6:27,2:37,2.62,0,13.2,712,,11.64,,,10784,3,,10.7,,,,,,,,
clb,35,4,4clb,20150429,9:04,,6:27,2:37,2.62,1,12.9,,,11.47,,,,,,,,,,,,,,
clb,35,4,4clb,20150429,9:04,,6:27,2:37,2.62,2,12.7,,,11.5,,,,,,,,,,,,,,
clb,35,4,4clb,20150429,9:04,,6:27,2:37,2.62,3,11.9,,,8.16,,,,,,,,,,,,,,
clb,36,4,4clb,20150429,8:42,2,6:27,2:15,2.25,0,12.8,,,10.86,,,,1,,10.8,,,,,,,,
clb,36,4,4clb,20150429,8:42,,6:27,2:15,2.25,1,12.8,,,10.65,,,,,,,,,,,,,,
clb,37,4,4clb,20150429,11:09,28,6:27,4:42,4.7,0,14.4,505,,11.34,,,4837,6,,11.3,,,,,,,,
clb,37,4,4clb,20150429,11:09,,6:27,4:42,4.7,1,13.3,,,11.98,,,,,,,,,,,,,,
clb,37,4,4clb,20150429,11:09,,6:27,4:42,4.7,2,12.9,,,11.59,,,,,,,,,,,,,,
clb,37,4,4clb,20150429,11:09,,6:27,4:42,4.7,3,12.6,,,10.86,,,,,,,,,,,,,,
clb,37,4,4clb,20150429,11:09,,6:27,4:42,4.7,4,12.5,,,10.54,,,,,,,,,,,,,,
clb,37,4,4clb,20150429,11:09,,6:27,4:42,4.7,5,12.3,,,9.86,,,,,,,,,,,,,,
clb,37,4,4clb,20150429,11:09,,6:27,4:42,4.7,6,12.3,,,9.26,,,,,,,,,,,,,,
clb,38,4,4clb,20150429,9:48,14,6:27,3:21,3.35,0,13.7,601,,11.35,,,7993,4,,11.2,,,,,,,,
clb,38,4,4clb,20150429,9:48,,6:27,3:21,3.35,1,13.5,,,11.3,,,,,,,,,,,,,,
clb,38,4,4clb,20150429,9:48,,6:27,3:21,3.35,2,13.4,,,11.39,,,,,,,,,,,,,,
clb,38,4,4clb,20150429,9:48,,6:27,3:21,3.35,3,12.9,,,11.11,,,,,,,,,,,,,,
clb,38,4,4clb,20150429,9:48,,6:27,3:21,3.35,4,12.3,,,10.77,,,,,,,,,,,,,,
clb,39,4,4clb,20150429,9:20,8,6:27,2:53,2.88,0,13.7,636,,10.99,,,9894,3,,11,,,,,,,,
clb,39,4,4clb,20150429,9:20,,6:27,2:53,2.88,1,13.5,,,11.32,,,,,,,,,,,,,,
clb,39,4,4clb,20150429,9:20,,6:27,2:53,2.88,2,13.5,,,11.28,,,,,,,,,,,,,,
clb,39,4,4clb,20150429,9:20,,6:27,2:53,2.88,3,12.4,,,10.58,,,,,,,,,,,,,,
clb,40,4,4clb,20150429,10:44,24,6:27,4:17,4.28,0,12.9,412,,10.39,,,7814,2,,10.3,,,,,,,,
clb,40,4,4clb,20150429,10:44,,6:27,4:17,4.28,1,12.3,,,10.18,,,,,,,,,,,,,,
clb,40,4,4clb,20150429,10:44,,6:27,4:17,4.28,2,12.3,,,10.27,,,,,,,,,,,,,,
tal,41,4,4tal,20150428,17:56,19,11:27,11:27,11.45,0,13.9,437,107,11,8.6,5.3,,3.6,,11,,,,,,,,
tal,41,4,4tal,20150428,17:56,,11:27,11:27,11.45,1,13.9,437,107,11.1,8.6,5.4,,,,,,,,,,,,
tal,41,4,4tal,20150428,17:56,,11:27,11:27,11.45,2,13.8,437,107,11.1,8.6,5.6,,,,,,,,,,,,
tal,41,4,4tal,20150428,17:56,,11:27,11:27,11.45,3,13.4,434,105,10.9,8.6,5.7,,,,,,,,,,,,
tal,42,4,4tal,20150429,12:23,38,5:56,5:56,5.93,0,14.1,656,122,12.5,8.8,5.8,,2.2,,12.4,,,,,,,,
tal,42,4,4tal,20150429,12:23,,5:56,5:56,5.93,1,12.9,666,121,12.7,8.8,5.6,,,,,,,,,,,,
tal,42,4,4tal,20150429,12:23,,5:56,5:56,5.93,2,12.7,708,114,12,8.7,12.8,,,,,,,,,,,,
tal,43,4,4tal,20150428,16:56,15,10:27,10:27,10.45,0,13.3,429,104,10.9,8.6,5,,6.4,,10.9,,,,,,,,
tal,43,4,4tal,,16:56,,10:27,10:27,10.45,1,13.2,428,104,10.9,8.6,5.3,,,,,,,,,,,,
tal,43,4,4tal,,16:56,,10:27,10:27,10.45,2,13,426,104,11,8.6,5,,,,,,,,,,,,
tal,43,4,4tal,,16:56,,10:27,10:27,10.45,3,13,426,104,10.9,8.6,5.7,,,,,,,,,,,,
tal,43,4,4tal,,16:56,,10:27,10:27,10.45,4,12.9,424,103,10.9,8.6,5.1,,,,,,,,,,,,
tal,43,4,4tal,,16:56,,10:27,10:27,10.45,5,12.7,423,103,10.9,8.6,5.3,,,,,,,,,,,,
tal,43,4,4tal,,16:56,,10:27,10:27,10.45,6,11.7,413,92,9.9,8.4,5.9,,,,,,,,,,,,
tal,44,4,4tal,20150428,15:30,9,9:01,9:01,9.02,0,13,426,103,10.9,8.5,4.8,,6.1,,10.8,,,,,,,,
tal,44,4,4tal,,15:30,,9:01,9:01,9.02,1,12.9,425,103,10.9,8.6,4.7,,,,,,,,,,,,
tal,44,4,4tal,,15:30,,9:01,9:01,9.02,2,12.8,424,103,10.9,8.6,4.7,,,,,,,,,,,,
tal,44,4,4tal,,15:30,,9:01,9:01,9.02,3,12.5,421,101,10.8,8.5,5,,,,,,,,,,,,
tal,44,4,4tal,,15:30,,9:01,9:01,9.02,4,12.4,420,101,10.7,8.5,5.2,,,,,,,,,,,,
tal,44,4,4tal,,15:30,,9:01,9:01,9.02,5,12.1,417,97,10.5,8.5,5.9,,,,,,,,,,,,
tal,44,4,4tal,,15:30,,9:01,9:01,9.02,6,11.8,414,94,10.2,8.4,8,,,,,,,,,,,,
tal,45,4,4tal,20150429,9:43,26,3:16,3:16,3.27,0,13.2,442,106,11.1,8.6,4.4,,5.8,,10.9,,,,,,,,
tal,45,4,4tal,,9:43,,3:16,3:16,3.27,1,12.8,439,107,11.3,8.7,4.8,,,,,,,,,,,,
tal,45,4,4tal,,9:43,,3:16,3:16,3.27,2,12.6,428,104,11,8.6,5.8,,,,,,,,,,,,
tal,45,4,4tal,,9:43,,3:16,3:16,3.27,3,12.6,438,102,10.9,8.6,4.7,,,,,,,,,,,,
tal,45,4,4tal,,9:43,,3:16,3:16,3.27,4,12.3,449,97,10.4,8.5,4,,,,,,,,,,,,
tal,45,4,4tal,,9:43,,3:16,3:16,3.27,5,11.7,454,61,6.6,8.1,8.3,,,,,,,,,,,,
tal,46,4,4tal,20150429,11:45,35,5:18,5:18,5.3,0,14.8,591,122,12.3,8.8,3.9,,2.6,,8.2,,,,,,,,
tal,46,4,4tal,,11:45,,5:18,5:18,5.3,1,13.3,570,121,12.6,8.8,5.5,,,,,,,,,,,,
tal,46,4,4tal,,11:45,,5:18,5:18,5.3,2,12.7,648,117,12.3,8.7,6.2,,,,,,,,,,,,
tal,47,4,4tal,20150428,16:20,12,9:51,9:51,9.85,0,13.2,429,104,10.8,8.6,5.1,,6.7,,10.8,,,,,,,,
tal,47,4,4tal,,16:20,,9:51,9:51,9.85,1,13,426,103,10.9,8.6,5.7,,,,,,,,,,,,
tal,47,4,4tal,,16:20,,9:51,9:51,9.85,2,12.7,423,103,10.9,8.6,5.2,,,,,,,,,,,,
